surname,nationality,split
Nakane,Japanese,train
Sakagami,Japanese,train
Maruyama,Japanese,train
Yamhata,Japanese,train
Hattori,Japanese,train
Shimizu,Japanese,train
Aida,Japanese,train
Nataga,Japanese,train
Muraoka,Japanese,train
Koguchi,Japanese,train
Fukuzawa,Japanese,train
Mushanaokoji,Japanese,train
Saitoh,Japanese,train
Hayami,Japanese,train
Haga,Japanese,train
Okimasa,Japanese,train
Soma,Japanese,train
Dan,Japanese,train
Kamata,Japanese,train
Imada,Japanese,train
Kunda,Japanese,train
Obata,Japanese,train
Shigemitsu,Japanese,train
Makuda,Japanese,train
Takashi,Japanese,train
Suzuki,Japanese,train
Sato,Japanese,train
Fukuoka,Japanese,train
Shirasu,Japanese,train
Tsunoda,Japanese,train
Isayama,Japanese,train
Konishi,Japanese,train
Goto,Japanese,train
Sugimura,Japanese,train
Odaka,Japanese,train
Oichi,Japanese,train
Tsucgimoto,Japanese,train
Yasuda,Japanese,train
Iesada,Japanese,train
Yuhara,Japanese,train
Uboshita,Japanese,train
Sasaki,Japanese,train
Karamorita,Japanese,train
Hamaguchi,Japanese,train
Masanobu,Japanese,train
Kentaro,Japanese,train
Takahama,Japanese,train
Tamazaki,Japanese,train
Nishiwaki,Japanese,train
Hike,Japanese,train
Higo,Japanese,train
Hayata,Japanese,train
Fukushima,Japanese,train
Saionji,Japanese,train
Omori,Japanese,train
Murase,Japanese,train
Asano,Japanese,train
Nakahara,Japanese,train
Takasugi,Japanese,train
Yokoyama,Japanese,train
Nonomura,Japanese,train
Senmatsu,Japanese,train
Onoda,Japanese,train
Takeshita,Japanese,train
Onishi,Japanese,train
Terakado,Japanese,train
Maehata,Japanese,train
Nishimura,Japanese,train
Kasamatsu,Japanese,train
Mitsuya,Japanese,train
Okimoto,Japanese,train
Hasekura,Japanese,train
Nakasato,Japanese,train
Onohara,Japanese,train
Kataoka,Japanese,train
Kogo,Japanese,train
Sarumara,Japanese,train
Mitsuharu,Japanese,train
Matsumoto,Japanese,train
Itami,Japanese,train
Kinugasa,Japanese,train
Kiski,Japanese,train
Ise,Japanese,train
Asuhara,Japanese,train
Otani,Japanese,train
Yoshizaki,Japanese,train
Ienari,Japanese,train
Ajibana,Japanese,train
Hanabusa,Japanese,train
Kubota,Japanese,train
Uemura,Japanese,train
Kuwabara,Japanese,train
Hida,Japanese,train
Okanaya,Japanese,train
Mayuzumi,Japanese,train
Amaya,Japanese,train
Dazai,Japanese,train
Ichikawa,Japanese,train
Hishida,Japanese,train
Sakamoto,Japanese,train
Nozaki,Japanese,train
Numajiri,Japanese,train
Hagiwara,Japanese,train
Kato,Japanese,train
Teshima,Japanese,train
Kawabata,Japanese,train
Mitsubishi,Japanese,train
Takudo,Japanese,train
Igarashi,Japanese,train
Hyobanshi,Japanese,train
Egami,Japanese,train
Fugunaga,Japanese,train
Yasuhiro,Japanese,train
Aoki,Japanese,train
Tawaraya,Japanese,train
Saji,Japanese,train
Mashita,Japanese,train
Moto,Japanese,train
Uchiyama,Japanese,train
Yoshitomi,Japanese,train
Fujishima,Japanese,train
Kishi,Japanese,train
Nakatoni,Japanese,train
Kusunoki,Japanese,train
Eda,Japanese,train
Kikui,Japanese,train
Kawatake,Japanese,train
Mishima,Japanese,train
Kurofuji,Japanese,train
Inihara,Japanese,train
Ijiri,Japanese,train
Iseki,Japanese,train
Kurosawa,Japanese,train
Numata,Japanese,train
Tsukehara,Japanese,train
Ohishi,Japanese,train
Kajiwara,Japanese,train
Seo,Japanese,train
Tsukatani,Japanese,train
Imai,Japanese,train
Takenouchi,Japanese,train
Higashikuni,Japanese,train
Umeki,Japanese,train
Kobayashi,Japanese,train
Nakayama,Japanese,train
Doi,Japanese,train
Tsujimura,Japanese,train
Hohki,Japanese,train
Inouye,Japanese,train
Minamoto,Japanese,train
Matsuya,Japanese,train
Murkami,Japanese,train
Choshi,Japanese,train
Kitagawa,Japanese,train
Iwakura,Japanese,train
Moriguchi,Japanese,train
Yamaha,Japanese,train
Sada,Japanese,train
Kasai,Japanese,train
Shoda,Japanese,train
Okubo,Japanese,train
Hamacho,Japanese,train
Kikutake,Japanese,train
Oshin,Japanese,train
Toshishai,Japanese,train
Nakamura,Japanese,train
Chiba,Japanese,train
Satake,Japanese,train
Kogara,Japanese,train
Saigo,Japanese,train
Niijima,Japanese,train
Yamagata,Japanese,train
Atshushi,Japanese,train
Kawachi,Japanese,train
Karube,Japanese,train
Mitzusaka,Japanese,train
Bando,Japanese,train
Okawa,Japanese,train
Shiga,Japanese,train
Hisamatsu,Japanese,train
Jimbo,Japanese,train
Fujimoto,Japanese,train
Kurata,Japanese,train
Oinuma,Japanese,train
Itoh,Japanese,train
Anami,Japanese,train
Morimoto,Japanese,train
Yuasa,Japanese,train
Kodama,Japanese,train
Tani,Japanese,train
Masoni,Japanese,train
Ono,Japanese,train
Otsuka,Japanese,train
Imoo,Japanese,train
Shidehara,Japanese,train
Yokokawa,Japanese,train
Sawamatsu,Japanese,train
Kasaya,Japanese,train
Kotara,Japanese,train
Kitamura,Japanese,train
Miyajima,Japanese,train
Yasujiro,Japanese,train
Tsutaya,Japanese,train
Iriye,Japanese,train
Nagumo,Japanese,train
Tomika,Japanese,train
Munkata,Japanese,train
Nishio,Japanese,train
Funakoshi,Japanese,train
Nakasawa,Japanese,train
Ekiguchi,Japanese,train
Hosokawa,Japanese,train
Enomoto,Japanese,train
Akamatsu,Japanese,train
Usami,Japanese,train
Baisotei,Japanese,train
Matsura,Japanese,train
Shibanuma,Japanese,train
Sunada,Japanese,train
Asahi,Japanese,train
Soseki,Japanese,train
Iwasa,Japanese,train
Nakada,Japanese,train
Shunji,Japanese,train
Nakanishi,Japanese,train
Obuchi,Japanese,train
Fumihiko,Japanese,train
Sakiyurai,Japanese,train
Hirase,Japanese,train
Honami,Japanese,train
Kanegawa,Japanese,train
Momotani,Japanese,train
Okasawa,Japanese,train
Kamachi,Japanese,train
Iitaka,Japanese,train
Fukuda,Japanese,train
Nagano,Japanese,train
Kuramochi,Japanese,train
Nakazawa,Japanese,train
Takagawa,Japanese,train
Shigeki,Japanese,train
Hishikawa,Japanese,train
Suenami,Japanese,train
Togo,Japanese,train
Shimon,Japanese,train
Okazawaya,Japanese,train
Koga,Japanese,train
Imagawa,Japanese,train
Nishimoto,Japanese,train
Sugai,Japanese,train
Masuko,Japanese,train
Takasu,Japanese,train
Tsuji,Japanese,train
Noda,Japanese,train
Ippitsusai,Japanese,train
Takaoka,Japanese,train
Sanda,Japanese,train
Yamana,Japanese,train
Horigome,Japanese,train
Yamakawa,Japanese,train
Shirokawa,Japanese,train
Yamanouchi,Japanese,train
Kira,Japanese,train
Nakata,Japanese,train
Obinata,Japanese,train
Kinoshita,Japanese,train
Kurkawa,Japanese,train
Kan,Japanese,train
Umari,Japanese,train
Kamo,Japanese,train
Hotate,Japanese,train
Takagaki,Japanese,train
Uno,Japanese,train
Uoya,Japanese,train
Munakata,Japanese,train
Mitsuwa,Japanese,train
Hiraoka,Japanese,train
Ishihara,Japanese,train
Idane,Japanese,train
Okamura,Japanese,train
Iwahara,Japanese,train
Tabuchi,Japanese,train
Iijima,Japanese,train
Yamamura,Japanese,train
Kita,Japanese,train
Ebisawa,Japanese,train
Ito,Japanese,train
Makino,Japanese,train
Ryusaki,Japanese,train
Ijichi,Japanese,train
Shimohira,Japanese,train
Hideyoshi,Japanese,train
Tenshin,Japanese,train
Shiroyama,Japanese,train
Urogataya,Japanese,train
Kashiwagi,Japanese,train
Tamura,Japanese,train
Fukusaku,Japanese,train
Tsuda,Japanese,train
Toshusai,Japanese,train
Okuda,Japanese,train
Hoshino,Japanese,train
Kuga,Japanese,train
Kenmotsu,Japanese,train
Fukunaka,Japanese,train
Jumonji,Japanese,train
Inukai,Japanese,train
Shinko,Japanese,train
Kono,Japanese,train
Satoh,Japanese,train
Kawate,Japanese,train
Mizuno,Japanese,train
Hojo,Japanese,train
Kudo,Japanese,train
Shibukji,Japanese,train
Hayashida,Japanese,train
Shimazu,Japanese,train
Takashita,Japanese,train
Yanagi,Japanese,train
Kitano,Japanese,train
Mizutani,Japanese,train
Okanao,Japanese,train
Hayashi,Japanese,train
Kakutama,Japanese,train
Kada,Japanese,train
Sonoda,Japanese,train
Wakatsuki,Japanese,train
Yasukawa,Japanese,train
Miyahara,Japanese,train
Arakida,Japanese,train
Taku,Japanese,train
Shiomiya,Japanese,train
Ishimaru,Japanese,train
Miura,Japanese,train
Shimada,Japanese,train
Terauchi,Japanese,train
Yoshikawa,Japanese,train
Siagyo,Japanese,train
Hatakeda,Japanese,train
Ando,Japanese,train
Takei,Japanese,train
Eto,Japanese,train
Yonai,Japanese,train
Tsumemasa,Japanese,train
Imaizumi,Japanese,train
Kobi,Japanese,train
Sassa,Japanese,train
Shirane,Japanese,train
Hitomi,Japanese,train
Kurmochi,Japanese,train
Fuse,Japanese,train
Tsukade,Japanese,train
Haruguchi,Japanese,train
Yoshida,Japanese,train
Ogiwara,Japanese,train
Kanagaki,Japanese,train
Kojima,Japanese,train
Nishikawa,Japanese,train
Ina,Japanese,train
Izumi,Japanese,train
Koizumi,Japanese,train
Kajiyama,Japanese,train
Komatsu,Japanese,train
Ochiai,Japanese,train
Yamashita,Japanese,train
Kamon,Japanese,train
Nagase,Japanese,train
Hiroyuki,Japanese,train
Serizawa,Japanese,train
Masaoka,Japanese,train
Kozu,Japanese,train
Sammiya,Japanese,train
Naito,Japanese,train
Ninomiya,Japanese,train
Konoe,Japanese,train
Ki,Japanese,train
Kanada,Japanese,train
Kawasie,Japanese,train
Ihara,Japanese,train
Sugitani,Japanese,train
Ashida,Japanese,train
Shinozaki,Japanese,train
Sohda,Japanese,train
Tatenaka,Japanese,train
Takemitsu,Japanese,train
Kawasawa,Japanese,train
Tochikura,Japanese,train
Hirayama,Japanese,train
Matsumura,Japanese,train
Noro,Japanese,train
Nagasawa,Japanese,train
Kinashita,Japanese,train
Katayama,Japanese,train
Joshuyo,Japanese,train
Kasahara,Japanese,train
Sakakibara,Japanese,train
Shiraishi,Japanese,train
Chino,Japanese,train
Hotta,Japanese,train
Kase,Japanese,train
Arakawa,Japanese,train
Ayabito,Japanese,train
Saga,Japanese,train
Otomo,Japanese,train
Sakai,Japanese,train
Enoki,Japanese,train
Sugihara,Japanese,train
Asai,Japanese,train
Ichiyusai,Japanese,train
Ieyasu,Japanese,train
Hama,Japanese,train
Deushi,Japanese,train
Tsukahara,Japanese,train
Sakoda,Japanese,train
Nawabe,Japanese,train
Akimoto,Japanese,train
Yamamoto,Japanese,train
Kate,Japanese,train
Yoshihara,Japanese,train
Kamio,Japanese,train
Kimura,Japanese,train
Kamisaka,Japanese,train
Aihara,Japanese,train
Kitao,Japanese,train
Ozawa,Japanese,train
Otsu,Japanese,train
Shimura,Japanese,train
Kikkawa,Japanese,train
Nanami,Japanese,train
Maita,Japanese,train
Fukao,Japanese,train
Miyamae,Japanese,train
Matsumara,Japanese,train
Hosokaya,Japanese,train
Yoemon,Japanese,train
Shiba,Japanese,train
Makiguchi,Japanese,train
Minabuchi,Japanese,train
Ohka,Japanese,train
Narita,Japanese,train
Kaneko,Japanese,train
Uesugi,Japanese,train
Tokudome,Japanese,train
Asari,Japanese,train
Yamaguchiya,Japanese,train
Yasutake,Japanese,val
Royama,Japanese,val
Yamada,Japanese,val
Kaima,Japanese,val
Saromi,Japanese,val
Ogyu,Japanese,val
Matsuzawa,Japanese,val
Koyanagi,Japanese,val
Iida,Japanese,val
Kitoaji,Japanese,val
Taira,Japanese,val
Kakinomoto,Japanese,val
Kikuchi,Japanese,val
Yamanaka,Japanese,val
Motoyoshi,Japanese,val
Matano,Japanese,val
Terajima,Japanese,val
Kawamura,Japanese,val
Okamoto,Japanese,val
Tono,Japanese,val
Yamura,Japanese,val
Kijmuta,Japanese,val
Takagi,Japanese,val
Ibuka,Japanese,val
Toyoshima,Japanese,val
Hirano,Japanese,val
Otaka,Japanese,val
Toru,Japanese,val
Sanjo,Japanese,val
Okuma,Japanese,val
Yoshizawa,Japanese,val
Kuno,Japanese,val
Motoori,Japanese,val
Yamahata,Japanese,val
Tarumi,Japanese,val
Horri,Japanese,val
Tsuchie,Japanese,val
Shimamura,Japanese,val
Tange,Japanese,val
Yamawaki,Japanese,val
Ii,Japanese,val
Maruya,Japanese,val
Sakata,Japanese,val
Isobe,Japanese,val
Minami,Japanese,val
Watanabe,Japanese,val
Ui,Japanese,val
Nakasone,Japanese,val
Tsukawaki,Japanese,val
Kamioka,Japanese,val
Hatoyama,Japanese,val
Shiratori,Japanese,val
Shimuzu,Japanese,val
Fukumitsu,Japanese,val
Hira,Japanese,val
Ieyoshi,Japanese,val
Takarabe,Japanese,val
Takewaki,Japanese,val
Ko,Japanese,val
Endoso,Japanese,val
Nagai,Japanese,val
Ikeda,Japanese,val
Komura,Japanese,val
Katsumata,Japanese,val
Anzai,Japanese,val
Saeki,Japanese,val
Akutagawa,Japanese,val
Ogata,Japanese,val
Arai,Japanese,val
Soho,Japanese,val
Tankoshitsu,Japanese,val
Fuwa,Japanese,val
Ikina,Japanese,val
Matsuoka,Japanese,val
Miki,Japanese,val
Ishimura,Japanese,val
Muro,Japanese,val
Hino,Japanese,val
Kusuhara,Japanese,val
Masudu,Japanese,val
Ariwara,Japanese,val
Nakanoi,Japanese,val
Takimoto,Japanese,val
Mushashibo,Japanese,val
Yunokawa,Japanese,val
Mazuka,Japanese,val
Chikamatsu,Japanese,val
Kenkyusha,Japanese,val
Endo,Japanese,val
Marubeni,Japanese,val
Uehara,Japanese,val
Watoga,Japanese,val
Okazaki,Japanese,val
Okumura,Japanese,val
Sekine,Japanese,val
Sugisata,Japanese,val
Etsuko,Japanese,val
Takahashi,Japanese,val
Matsuo,Japanese,val
Hokusai,Japanese,val
Kumasaka,Japanese,val
Kuramoto,Japanese,val
Ueshima,Japanese,val
Ukiyo,Japanese,val
Onoe,Japanese,val
Matsuda,Japanese,val
Kotoku,Japanese,val
Shinozuka,Japanese,val
Shigi,Japanese,val
Takara,Japanese,val
Morisue,Japanese,val
Kondo,Japanese,val
Nagata,Japanese,val
Akera,Japanese,val
Tanaka,Japanese,val
Shiokawa,Japanese,val
Ikoma,Japanese,test
Nakajima,Japanese,test
Saiki,Japanese,test
Narato,Japanese,test
Miyake,Japanese,test
Oshima,Japanese,test
Matsushina,Japanese,test
Shimazaki,Japanese,test
Nishi,Japanese,test
Nakao,Japanese,test
Katsu,Japanese,test
Ino,Japanese,test
Hatayama,Japanese,test
Ishikawa,Japanese,test
Kon,Japanese,test
Mizumaki,Japanese,test
Tsukada,Japanese,test
Miyazaki,Japanese,test
Toyota,Japanese,test
Sugawara,Japanese,test
Hanari,Japanese,test
Yosano,Japanese,test
Hiraga,Japanese,test
Fukuyama,Japanese,test
Kyubei,Japanese,test
Kihara,Japanese,test
Ishinomori,Japanese,test
Mihashi,Japanese,test
Ogura,Japanese,test
Tsubouchi,Japanese,test
Sugase,Japanese,test
Fuschida,Japanese,test
Kubo,Japanese,test
Miyagi,Japanese,test
Koruba,Japanese,test
Muruyama,Japanese,test
Narahashi,Japanese,test
Hiyama,Japanese,test
Irie,Japanese,test
Tommii,Japanese,test
Fujiwara,Japanese,test
Nishimuraya,Japanese,test
Tojo,Japanese,test
Kijimuta,Japanese,test
Ohmae,Japanese,test
Raikatuji,Japanese,test
Marugo,Japanese,test
Aizawa,Japanese,test
Noguchi,Japanese,test
Yoshinobu,Japanese,test
Kuroda,Japanese,test
Hasegawa,Japanese,test
Marusa,Japanese,test
Hachirobei,Japanese,test
Ezakiya,Japanese,test
Bunya,Japanese,test
Abukara,Japanese,test
Mazaki,Japanese,test
Okada,Japanese,test
Furusawa,Japanese,test
Koiso,Japanese,test
Fukayama,Japanese,test
Uchida,Japanese,test
Ochida,Japanese,test
Yano,Japanese,test
Matoke,Japanese,test
Tatsuya,Japanese,test
Masuzoe,Japanese,test
Tsukioka,Japanese,test
Ichiro,Japanese,test
Kasuse,Japanese,test
Kahaya,Japanese,test
Nosaka,Japanese,test
Sone,Japanese,test
Komine,Japanese,test
Kano,Japanese,test
Shobo,Japanese,test
Shichirobei,Japanese,test
Taniguchi,Japanese,test
Hirota,Japanese,test
Horiuchi,Japanese,test
Sano,Japanese,test
Ichisada,Japanese,test
Tagawa,Japanese,test
Kuroki,Japanese,test
Ayugai,Japanese,test
Wakai,Japanese,test
Namiki,Japanese,test
Arihyoshi,Japanese,test
Miyazawa,Japanese,test
Mimasuya,Japanese,test
Miyoshi,Japanese,test
Funabashi,Japanese,test
Nomura,Japanese,test
Monomonoi,Japanese,test
Okano,Japanese,test
Horigoshi,Japanese,test
Hyata,Japanese,test
Hasimoto,Japanese,test
Ooka,Japanese,test
Kusatsu,Japanese,test
Fujikage,Japanese,test
Kwakami,Japanese,test
Minatoya,Japanese,test
Kawamata,Japanese,test
Takaki,Japanese,test
Matokai,Japanese,test
Inaba,Japanese,test
Amori,Japanese,test
Murakami,Japanese,test
Makioka,Japanese,test
Ashikaga,Japanese,test
Sotomura,Japanese,test
Taka,Japanese,test
Osaragi,Japanese,test
Kaminaga,Japanese,test
Umehara,Japanese,test
Yeon,Korean,train
Wang,Korean,train
Yi,Korean,train
Yun,Korean,train
Sook,Korean,train
Ku,Korean,train
Ko,Korean,train
Si,Korean,train
Ho,Korean,train
Chweh,Korean,train
Rim,Korean,train
Choe,Korean,train
Pae,Korean,train
Kim,Korean,train
Tsai,Korean,train
Noh,Korean,train
Cha,Korean,train
Seok,Korean,train
Nam,Korean,train
Jong,Korean,train
Sun,Korean,train
Youn,Korean,train
Kwang,Korean,train
Gu,Korean,train
Jo,Korean,train
Seo,Korean,train
Yoon,Korean,train
Bang,Korean,train
Ryoo,Korean,train
Byon,Korean,train
Mo,Korean,train
Li,Korean,train
Chu,Korean,train
Yim,Korean,train
Shon,Korean,train
Woo,Korean,train
Gil,Korean,train
Yoo,Korean,train
Suh,Korean,train
Sin,Korean,train
Cho,Korean,train
Park,Korean,train
You,Korean,train
Hwang,Korean,train
Moon,Korean,train
Lim,Korean,train
Baik,Korean,train
Sung,Korean,train
Yeo,Korean,train
Choi,Korean,train
Ri,Korean,train
Han,Korean,train
Ra,Korean,train
Ron,Korean,val
Kang,Korean,val
Chun,Korean,val
Ahn,Korean,val
Jung,Korean,val
Jeon,Korean,val
Yu,Korean,val
Chang,Korean,val
Youj,Korean,val
Koo,Korean,val
Lee,Korean,val
Jon,Korean,test
San,Korean,test
Hyun,Korean,test
Son,Korean,test
So,Korean,test
Suk,Korean,test
Rheem,Korean,test
Rhee,Korean,test
Hong,Korean,test
Yang,Korean,test
Kwak,Korean,test
Chi,Korean,test
Shin,Korean,test
Kava,Polish,train
Kozlowski,Polish,train
Sierzant,Polish,train
Stawski,Polish,train
Szwarc,Polish,train
Kamiński,Polish,train
Ślązak,Polish,train
Chlebek,Polish,train
Gwozdek,Polish,train
Mozdzierz,Polish,train
Niemec,Polish,train
Brzezicki,Polish,train
Bernard,Polish,train
Malinowski,Polish,train
Starek,Polish,train
Ślusarczyk,Polish,train
Sówka,Polish,train
Czajkowski,Polish,train
Filipowski,Polish,train
Smolák,Polish,train
Górka,Polish,train
Wronski,Polish,train
Rutkowski,Polish,train
Sokal,Polish,train
Mikolajczak,Polish,train
Klimek,Polish,train
Wojewódzki,Polish,train
Sobol,Polish,train
Gajos,Polish,train
Dubanowski,Polish,train
Nosek,Polish,train
Dubicki,Polish,train
Czajka,Polish,train
